Date,Market_Ret,Market_LogRet
2020-10-27,-0.003025618893357729,-0.003030205331747739
2020-10-28,-0.03528787895040986,-0.035925542305325596
2020-10-29,0.011947330857108529,0.011876524903305952
2020-10-30,-0.01212954998538962,-0.012203713298696137
2020-11-02,0.012318202510247733,0.012242950800675199
2020-11-03,0.017799290135456225,0.017642737722417094
2020-11-04,0.022047047614283777,0.0218075255695774
2020-11-05,0.0194601942093231,0.019273265845718358
2020-11-06,-0.0002877152541975736,-0.0002877566521720655
2020-11-09,0.011699889352800863,0.011631974862103434
2020-11-10,-0.0013997946768060654,-0.0014007753045998778
2020-11-11,0.007651855372284633,0.007622728416109307
2020-11-12,-0.00997853220796574,-0.01002865145019137
2020-11-13,0.013610335244711447,0.01351854654414877
2020-11-16,0.011648051306502927,0.011580734988557625
2020-11-17,-0.004791925749933035,-0.0048034438367385674
2020-11-18,-0.01156382954696289,-0.011631210582751636
2020-11-19,0.003946442432455122,0.003938675655903756
2020-11-20,-0.006792562880637787,-0.0068157373381399705
2020-11-23,0.005635930665628175,0.005620108229990316
2020-11-24,0.016161668211777558,0.016032458753373422
2020-11-25,-0.0015844183020425895,-0.001585674820129405
2020-11-27,0.0023969793877931522,0.002394111215086634
2020-11-30,-0.004595548682681971,-0.004606140679679264
2020-12-01,0.011271187094962443,0.01120814056289169
2020-12-02,0.001791166865832139,0.0017895646394127894
2020-12-03,-0.00062415719601705,-0.0006243520632091123
2020-12-04,0.008836274996796067,0.008797463583534438
2020-12-07,-0.0019356376039518786,-0.0019375133713469095
2020-12-08,0.002787148048380539,0.0027832711532419013
2020-12-09,-0.007949201701667907,-0.007980965046318868
2020-12-10,-0.0012851078769481328,-0.001285934336211249
2020-12-11,-0.001264997376306587,-0.0012657981608857846
2020-12-14,-0.004359259052920228,-0.004368788326463899
2020-12-15,0.012921249168390325,0.012838482035725619
2020-12-16,0.0017727952516315426,0.001771225704845714
2020-12-17,0.005757654592763117,0.005741142649286133
2020-12-18,-0.0035111184130531825,-0.003517296855710414
2020-12-21,-0.003906278988775158,-0.003913928423593382
2020-12-22,-0.0020730928306164076,-0.002075244662037122
2020-12-23,0.0007458112507774395,0.0007455332717712066
2020-12-24,0.003536589051150063,0.0035303500256774053
2020-12-28,0.008722528796554885,0.00868470731576387
2020-12-29,-0.002227380429642767,-0.0022298647311071334
2020-12-30,0.0013415471654931732,0.0013406480951016118
2020-12-31,0.006438845443480057,0.006418204632772233
2021-01-04,-0.014754827518302815,-0.014864762709236385
2021-01-05,0.0070825951370958595,0.007057631363052454
2021-01-06,0.005709842974795709,0.005693603608228567
2021-01-07,0.014847403669199233,0.014738259978766134
2021-01-08,0.005491862796268343,0.005476837503908537
2021-01-11,-0.006554751102242018,-0.006576327821614538
2021-01-12,0.0004157884507911547,0.00041570203472628706
2021-01-13,0.00227564187379814,0.0022730565223090895
2021-01-14,-0.0037534512393423425,-0.0037605131139183297
2021-01-15,-0.007190027959022682,-0.007216000781811852
2021-01-19,0.008136379486499035,0.008103457606970463
2021-01-20,0.013935625541624974,0.013839417494544698
2021-01-21,0.00031672312498187694,0.0003166729788009518
2021-01-22,-0.0030106114851996546,-0.0030151524923862625
2021-01-25,0.0036158387557001515,0.003609317326310237
2021-01-26,-0.0014888336862691753,-0.0014899431004340425
2021-01-27,-0.025677883530241363,-0.02601331495241997
2021-01-28,0.00976062589942539,0.009713298703292631
2021-01-29,-0.019311475283558144,-0.01950037776740018
2021-02-01,0.016051767564970953,0.015924300185991707
2021-02-02,0.01389822370540772,0.013802529032272127
2021-02-03,0.0010087690073419253,0.0010082605418076233
2021-02-04,0.01085332213623924,0.010794847550751632
2021-02-05,0.003897495193110778,0.0038899196361386703
2021-02-08,0.007399348420911389,0.007372107536382184
2021-02-09,-0.0011135251397642598,-0.0011141455695015405
2021-02-10,-0.00034518476461464775,-0.0003452443545889375
2021-02-11,0.0016624551634596418,0.0016610748145081257
2021-02-12,0.004711033033360179,0.004699970846519153
2021-02-16,-0.0005692723588049953,-0.0005694344558354035
2021-02-17,-0.00032040206881589484,-0.0003204534085252712
2021-02-18,-0.004415835520183986,-0.004425614119597351
2021-02-19,-0.0018548967043160447,-0.0018566191555168235
2021-02-22,-0.0077328394740282524,-0.0077628929097089865
2021-02-23,0.001256318070424367,0.0012555295632188028
2021-02-24,0.011351613907424785,0.011287667810844074
2021-02-25,-0.024478807586572393,-0.024783394487159906
2021-02-26,-0.0047502142880968545,-0.004761532412556915
2021-03-01,0.023790763504846213,0.023512173223784936
2021-03-02,-0.008080851615528628,-0.008113678663552908
2021-03-03,-0.013066221779354348,-0.013152335800930847
2021-03-04,-0.01341721392905737,-0.013508038063333455
2021-03-05,0.019495968009665132,0.0193083561541895
2021-03-08,-0.0053592308355140394,-0.005373643028329462
2021-03-09,0.014154642106283255,0.014055400549148762
2021-03-10,0.00603031355298711,0.006012203980013497
2021-03-11,0.010395486927207598,0.01034182542422395
2021-03-12,0.00101539849585075,0.0010148833275026798
2021-03-15,0.006491921170558745,0.006470939409319236
2021-03-16,-0.001569683616434503,-0.0015709168604666084
2021-03-17,0.0028793820673973514,0.0028752445872070246
2021-03-18,-0.014760539257248628,-0.014870560002805207
2021-03-19,-0.0006027039028634329,-0.0006028856018714984
2021-03-22,0.007025118016799503,0.00700055683825263
2021-03-23,-0.0076308540925305035,-0.007660118027221025
2021-03-24,-0.005467336029646441,-0.005482336611742614
2021-03-25,0.005240265858443838,0.005226583444153793
2021-03-26,0.016631202466639294,0.016494418523091806
2021-03-29,-0.0008680126420032019,-0.0008683895831187617
2021-03-30,-0.0031578329179421383,-0.0031628293937742222
2021-03-31,0.0036224991025748388,0.003615953655189665
2021-04-01,0.011825201620305759,0.011755830274842425
2021-04-05,0.014438226437851975,0.014334987782066063
2021-04-06,-0.0009735308247780239,-0.0009740050136947525
2021-04-07,0.0014752328426630434,0.00147414575569927
2021-04-08,0.004220632901582366,0.0042117510132273035
2021-04-09,0.007719934394265993,0.0076902881808663
2021-04-12,-0.00019607901526719207,-0.00019609824127055775
2021-04-13,0.003294486960746079,0.0032890720282690695
2021-04-14,-0.004087726848308382,-0.0040961044417045095
2021-04-15,0.011094190616755428,0.01103310149170348
2021-04-16,0.003608819562894938,0.003602323397876614
2021-04-19,-0.0053065600420239,-0.005320689841015923
2021-04-20,-0.006802319958816749,-0.006825561193399656
2021-04-21,0.009306055601546293,0.00926302104805292
2021-04-22,-0.009210657618555329,-0.009253338003867862
2021-04-23,0.010928696685007955,0.010869410038796292
2021-04-26,0.0017822708499934947,0.001780684489904674
2021-04-27,-0.00021489580593681001,-0.0002149188993490255
2021-04-28,-0.000845539901930259,-0.0008458975724237991
2021-04-29,0.006762806718751291,0.006740041521510715
2021-04-30,-0.007194706706479703,-0.007220713424324944
2021-05-03,0.002748090657483715,0.0027443215599882173
2021-05-04,-0.006678337608625351,-0.006700737490248033
2021-05-05,0.0007034638818679273,0.0007032165671292417
2021-05-06,0.0081654563605853,0.008132299394019738
2021-05-07,0.0073733417437364945,0.00734629154502664
2021-05-10,-0.010435647350873323,-0.010490480532125696
2021-05-11,-0.008673912772421022,-0.00871175011121935
2021-05-12,-0.021449400760569004,-0.021682782456474408
2021-05-13,0.012173141422493483,0.012099644593476788
2021-05-14,0.014917956960486256,0.014807778645981491
2021-05-17,-0.002530052290344531,-0.00253325828133202
2021-05-18,-0.008517292974504764,-0.008553772399302871
2021-05-19,-0.0029434113736307443,-0.0029477517279458214
2021-05-20,0.010554741656874755,0.010499429236276638
2021-05-21,-0.0007838807027175099,-0.0007841880978467943
2021-05-24,0.009911292333679933,0.00986249762334876
2021-05-25,-0.0021252838099213855,-0.00212754543051633
2021-05-26,0.0018768164358766715,0.0018750574164701581
2021-05-27,0.001165314675992013,0.0011646362238672983
2021-05-28,0.0007688817795221681,0.0007685863413550441
2021-06-01,-0.0004923334706867788,-0.0004924547066039243
2021-06-02,0.0014469348087047251,0.0014458890072172421
2021-06-03,-0.0036287032155551957,-0.003635302929507882
2021-06-04,0.008834095694875588,0.008795303367522808
2021-06-07,-0.0007967386600709059,-0.0007970562250058429
2021-06-08,0.00017502484230513815,0.00017500952724441084
