Date,Close/Last,Volume,Open,High,Low
04/21/2022,$256.01,1181609,$255.24,$258.81,$253.95
04/20/2022,$253.50,1008314,$247.71,$254.07,$247.64
04/19/2022,$246.92,592659,$245.84,$248.54,$245.56
04/18/2022,$244.05,754899,$246.54,$248.495,$242.50
04/14/2022,$246.61,618900,$248.58,$249.475,$246.166
04/13/2022,$247.62,564575,$246.47,$248.28,$245.39
04/12/2022,$246.48,649681,$246.06,$248.2254,$244.51
04/11/2022,$246.25,1204067,$250.00,$250.606,$244.76
04/08/2022,$249.61,726549,$249.00,$250.63,$247.3201
04/07/2022,$249.34,1975246,$247.60,$250.44,$246.03
04/06/2022,$254.95,596460,$249.41,$255.04,$246.57
04/05/2022,$249.44,665710,$250.32,$254.36,$248.22
04/04/2022,$251.01,431865,$254.03,$255.515,$248.84
04/01/2022,$254.44,460350,$249.44,$254.52,$249.02
03/31/2022,$248.37,943039,$252.42,$253.73,$248.17
03/30/2022,$251.95,566691,$255.71,$255.71,$249.94
03/29/2022,$258.26,1088648,$252.47,$259.05,$252.47
03/28/2022,$249.99,457412,$247.91,$250.26,$246.21
03/25/2022,$247.24,550003,$244.59,$247.39,$243.61
03/24/2022,$243.20,390725,$240.68,$243.35,$240.50
03/23/2022,$241.44,433817,$243.26,$243.26,$240.415
03/22/2022,$243.07,566316,$246.01,$246.88,$241.63
03/21/2022,$244.83,468555,$246.16,$247.4599,$243.10
03/18/2022,$245.38,1081764,$248.00,$248.00,$243.98
03/17/2022,$245.97,554293,$241.44,$245.97,$241.27
03/16/2022,$243.01,601428,$241.51,$244.81,$237.85
03/15/2022,$240.22,533789,$241.59,$242.075,$237.22
03/14/2022,$239.32,406624,$242.00,$243.67,$238.28
03/11/2022,$241.12,449982,$245.79,$246.98,$240.64
03/10/2022,$244.02,467717,$241.95,$244.55,$240.58
03/09/2022,$244.46,523754,$244.25,$246.64,$242.665
03/08/2022,$239.95,605947,$244.72,$244.72,$238.90
03/07/2022,$244.58,670711,$247.42,$249.88,$244.53
03/04/2022,$247.34,803648,$240.54,$247.37,$240.54
03/03/2022,$243.10,716184,$242.06,$243.81,$239.79
03/02/2022,$240.68,818390,$236.08,$242.03,$234.26
03/01/2022,$234.18,778320,$239.02,$239.77,$232.70
02/28/2022,$238.59,893043,$240.07,$242.85,$235.50
02/25/2022,$244.05,685352,$237.81,$244.21,$236.52
02/24/2022,$236.37,663219,$230.79,$237.39,$229.00
02/23/2022,$234.38,709980,$236.59,$239.65,$234.15
02/22/2022,$236.25,610241,$235.00,$237.72,$233.80
02/18/2022,$235.09,1150324,$237.00,$238.665,$234.84
02/17/2022,$236.14,455391,$238.27,$239.32,$235.245
02/16/2022,$239.87,518969,$240.50,$240.63,$236.77
02/15/2022,$239.96,562767,$239.60,$241.4854,$238.67
02/14/2022,$238.15,538826,$241.02,$242.55,$236.81
02/11/2022,$240.67,712215,$243.35,$243.93,$238.58
02/10/2022,$242.00,881033,$245.89,$248.7224,$240.31
